Wavelength(um),S001,S002,S003,S004,S005,S006,S007,S008,S009,S010,S011,S012,S013,S014,S015,S016,S017,S018,S019,S020,S021,S022,S023,S024,S025,S026,S027,S028,S029,S030,S031,S032,S033,S034,S035,S036,S037,S038,S039,S040,S041,S042,S043,S044,S045,S046,S047,S048,S049,S050,S051,S052,S053,S054,S055,S056,S057,S058,S059,S060,S061,S062,S063,S064,S065,S066,S067,S068,S069,S070,S071,S072,S073,S074,S075,S076,S077,S078,S079,S080,S081,S082,S083,S084,S085,S086,S087,S088,S089,S090,S091,S092,S093,S094,S095,S096,S097,S098,S099,S100,S101,S102,S103,S104,S105,S106,S107,S108,S109,S110
0.67,1.019013103,1.030972995,1.117733166,1.051078082,1.028190541,1.099932909,1.132048193,1.11965908,1.051376397,1.129772622,1.135715247,1.136690215,1.051218532,1.032077494,1.071183616,1.035616803,1.058828109,1.075884869,1.061730296,1.056496605,1.087251474,1.146992619,1.231724912,1.105357225,1.478394956,1.007941648,1.209291194,1.035947338,0.993655779,1.096013289,1.031355839,1.044219919,1.009366533,1.241729099,1.098917057,1.52585335,1.135868922,1.060874542,1.248223244,1.000864411,1.007848062,1.128190142,1.014638648,1.028665344,1.019193858,1.401045422,1.090622219,1.02154195,1.190571898,1.220898963,1.131722054,1.169265391,1.053522774,1.044160502,1.047086257,1.088509731,1.10424699,0.93449099,0.99754708,1.174232435,0.959883297,1.144246311,1.067594433,1.001719577,1.018767114,1.109144543,0.998272221,0.954731707,0.952977675,0.967866192,0.978796844,1.009484228,1.025335389,1.146478084,1.008255564,1.01510574,1.024984187,1.001273217,1.029754506,1.034923841,1.110697813,1.140519858,1.152663582,1.165705192,1.168236728,1.071452561,1.114275316,1.087364265,1.204566585,1.22386059,1.147362841,1.223554681,1.04777047,1.09310502,1.13020111,1.078775065,1.084255753,1.150520416,1.077384523,1.074257426,1.128695309,1.168949383,0.989984289,1.082619056,1.050509566,0.993927411,1.330030655,1.020172189,1.103341939,0.982306284
0.675,1.020741567,1.031746032,1.118211149,1.051664224,1.029407602,1.107792083,1.13773494,1.123031193,1.054147361,1.135715048,1.145404387,1.14177063,1.05228977,1.033784589,1.075189898,1.038213168,1.06308387,1.081768827,1.067015599,1.059172494,1.09160883,1.153274355,1.235732607,1.10668622,1.489609475,1.008725587,1.210883551,1.032970807,0.993278894,1.096345515,1.032833181,1.044679176,1.008940782,1.247364583,1.10099166,1.538432364,1.139532524,1.062263746,1.249268395,0.998518153,1.008318945,1.132037795,1.014734118,1.029761023,1.019901,1.409036289,1.092968687,1.022959184,1.195139777,1.22714176,1.139778449,1.172721427,1.056898952,1.043712172,1.048647955,1.08797654,1.105303547,0.931723599,0.997230574,1.181766811,0.958789205,1.146722978,1.067925779,1.001388889,1.019702131,1.11125158,0.994816663,0.950243902,0.951994241,0.967643635,0.976577909,1.011881927,1.025433187,1.150119031,1.012338478,1.01510574,1.029095509,1.00400689,1.030220634,1.035428764,1.112632049,1.148568413,1.157243107,1.173065447,1.173002327,1.069101595,1.119188427,1.088351431,1.211785617,1.240840036,1.150422337,1.229282262,1.04755366,1.093560779,1.132801664,1.079900423,1.085785028,1.151778566,1.077784443,1.076070283,1.131355932,1.170395576,0.993421053,1.083816266,1.0528339,0.997246152,1.333862492,1.020647712,1.103126793,0.983679073
0.68,1.022581544,1.030509173,1.122542869,1.056144023,1.030285019,1.115779049,1.143421687,1.125870454,1.054101935,1.142902893,1.153613242,1.147933263,1.054432244,1.037198777,1.079003878,1.039145197,1.06630164,1.08728883,1.072916667,1.059904577,1.09455722,1.160812438,1.236934915,1.109848311,1.500823994,1.00961178,1.212475907,1.036176302,0.991896985,1.098405316,1.034310523,1.044810392,1.00851503,1.253000066,1.106219659,1.551011378,1.143196127,1.06365295,1.247178094,0.996171894,1.007377178,1.134960062,1.014829587,1.030856703,1.021618345,1.414563807,1.095396068,1.026218821,1.199707656,1.230695352,1.142598187,1.173766276,1.056639815,1.046402152,1.050059901,1.089309517,1.106360104,0.929399835,0.997626207,1.181766811,0.957695113,1.147739715,1.065109344,1.000132275,1.019969278,1.112094395,0.993664811,0.946146341,0.95126427,0.964904472,0.972386588,1.012308184,1.025530985,1.151659431,1.016421393,1.01510574,1.032258065,1.006740563,1.030220634,1.034923841,1.115756584,1.15331838,1.161822632,1.177441814,1.177767926,1.06759026,1.121099081,1.089338598,1.219004649,1.260053619,1.153481833,1.231967066,1.04921587,1.094407188,1.135575589,1.081025781,1.087459948,1.153036715,1.079184163,1.078650119,1.132144265,1.172607401,0.996857816,1.085013476,1.055158234,1.000564892,1.336873221,1.021123236,1.102481354,0.985051861
0.685,1.024533036,1.031076067,1.12642648,1.056751099,1.033398432,1.122136673,1.147951807,1.130720969,1.057872263,1.14706615,1.164378953,1.152352322,1.057244242,1.035451983,1.081343547,1.041408694,1.068844717,1.091686634,1.078099343,1.059652134,1.093409174,1.160001047,1.240381533,1.114797672,1.510195639,1.008248407,1.214403329,1.034459073,0.990201005,1.101528239,1.035373305,1.045007217,1.008695652,1.2584698,1.108958135,1.561409608,1.145442197,1.064380344,1.256270903,0.994257841,1.005650604,1.135300994,1.016733672,1.032248512,1.021315284,1.422494593,1.098632575,1.030895692,1.201283574,1.233288513,1.146022155,1.176016718,1.05993455,1.048867967,1.050551942,1.090909091,1.106727119,0.926146566,0.99509416,1.192503296,0.956601021,1.1498514,1.065275017,0.999272487,1.020503573,1.11125158,0.993856786,0.94497561,0.947736075,0.962610423,0.971400394,1.011402387,1.025933682,1.159641507,1.019292893,1.018882175,1.034313725,1.007676753,1.03037601,1.033998149,1.117244458,1.155429476,1.167281732,1.183608514,1.181868558,1.066666667,1.125466291,1.093040474,1.219660924,1.277033065,1.157742657,1.235725792,1.04639734,1.096425549,1.138002774,1.085424908,1.08920769,1.158240878,1.080983803,1.080044624,1.134804888,1.172437261,0.999459937,1.085030827,1.053772573,0.999435108,1.340212393,1.022449695,1.1026965,0.984899329
0.69,1.023585169,1.031746032,1.130399713,1.060833159,1.034021115,1.123190952,1.150907631,1.136859207,1.059235032,1.154503078,1.169021666,1.155478731,1.056842528,1.037278177,1.08301016,1.043073031,1.072036537,1.097691911,1.083641215,1.060964835,1.095209518,1.165654609,1.241904457,1.114201916,1.519567284,1.007600804,1.216330751,1.03136806,0.987437186,1.104518272,1.036436087,1.044744784,1.008876274,1.263939535,1.108335754,1.571807838,1.147688267,1.065107738,1.257107023,0.992343789,1.004394914,1.135447107,1.018637757,1.033640321,1.021618345,1.42555876,1.100817218,1.034863946,1.202859492,1.231367653,1.149446123,1.175373734,1.060623112,1.046177987,1.051022591,1.0903759,1.107094134,0.924139679,0.994619402,1.200979469,0.955506929,1.153188383,1.065937707,0.998875661,1.020971081,1.11293721,0.990977155,0.941268293,0.946012531,0.960419092,0.967948718,1.011935209,1.026336378,1.160341689,1.022164393,1.02265861,1.03542062,1.008612942,1.031075202,1.034671379,1.120368993,1.155165589,1.172740831,1.184205291,1.18596919,1.069185558,1.128468747,1.096742349,1.2203172,1.293565684,1.16200348,1.246286021,1.04422924,1.098443909,1.140603329,1.089824035,1.09255753,1.163445042,1.08231687,1.081927207,1.134607804,1.173968524,1.002062058,1.085048178,1.052386912,0.998305324,1.340431355,1.023776154,1.101692484,0.984746797
0.695,1.02553666,1.034477427,1.131445301,1.062717187,1.037247743,1.125043928,1.154506024,1.138781651,1.060007268,1.15820375,1.180325663,1.160559146,1.058985003,1.037516376,1.086439537,1.042607017,1.07390492,1.101725759,1.091954023,1.061217277,1.096227104,1.170392085,1.241022764,1.116401631,1.531383557,1.008759671,1.21787205,1.032627361,0.98611809,1.099069767,1.037795343,1.044744784,1.008631144,1.270436916,1.111240198,1.584197219,1.148513987,1.065650302,1.261078595,0.992775994,1.004080992,1.137151763,1.017523947,1.033462643,1.020305081,1.431627013,1.102759123,1.033304989,1.205897131,1.236553976,1.152064451,1.177383057,1.063073802,1.046626317,1.051728564,1.073846974,1.107364761,0.921921541,0.993432505,1.205876813,0.951859956,1.156395015,1.064446653,0.999603175,1.019969278,1.11462284,0.992129007,0.941658537,0.944481619,0.960624529,0.967948718,1.011295823,1.027268334,1.161181907,1.023510409,1.021148036,1.036369386,1.009661474,1.031774394,1.035681225,1.121856867,1.158332234,1.177339478,1.19375373,1.189737338,1.072040302,1.133745792,1.099950642,1.225116215,1.317247542,1.169387179,1.254161446,1.04589145,1.098443909,1.142857143,1.09340472,1.09590737,1.163616608,1.083649937,1.083391438,1.134903429,1.172862612,1.002307541,1.087457057,1.053191489,0.996186979,1.345467484,1.023701071,1.099612737,0.984258694
0.7,1.026707555,1.035868893,1.135000299,1.066443375,1.038323285,1.131497396,1.161574297,1.144340022,1.060052694,1.165533929,1.186852375,1.165970239,1.060100875,1.037635476,1.090477869,1.043472472,1.077304339,1.108094993,1.097752463,1.062504733,1.099697333,1.176359734,1.24711446,1.118601347,1.54319983,1.010191213,1.219413349,1.031825987,0.984736181,1.107242525,1.039154598,1.044351135,1.008386015,1.276934297,1.114144641,1.596586599,1.149339706,1.066192867,1.267140468,0.9932082,1.003453147,1.138953828,1.016410137,1.033284966,1.022224467,1.437935592,1.103325512,1.033871882,1.208934771,1.240971955,1.157301108,1.178106414,1.063555055,1.045953822,1.0534828,1.082378033,1.107635388,0.920590658,0.992799494,1.210397438,0.948212983,1.160566244,1.063783963,0.998611111,1.020369999,1.115887063,0.989825302,0.938146341,0.944512034,0.957337533,0.965976331,1.011935209,1.02820029,1.158941325,1.024856425,1.019637462,1.036527514,1.010710006,1.032551274,1.036943533,1.123791103,1.162950257,1.181938124,1.196339765,1.193505486,1.07472712,1.135929397,1.103158934,1.229915231,1.332886506,1.176770878,1.266153571,1.0469755,1.100136728,1.147018031,1.096985404,1.096271483,1.163788173,1.086049457,1.084228141,1.13805676,1.173032752,1.002553024,1.089865936,1.053996067,0.994068634,1.349408802,1.023625989,1.102266208,0.983770592
0.705,1.026094229,1.0360235,1.140497102,1.066527109,1.041210269,1.135938149,1.165943775,1.14563297,1.062051422,1.170657937,1.197887229,1.170870284,1.061551509,1.037198777,1.092497035,1.045336529,1.079795516,1.113008401,1.102627258,1.063085351,1.101210666,1.181856253,1.24567169,1.118143073,1.551429509,1.008725587,1.221126967,1.031253578,0.981721106,1.104784053,1.03933801,1.043301404,1.00867845,1.279553139,1.115721339,1.606731985,1.151222234,1.066640035,1.267663043,0.994134354,1.002354418,1.143970388,1.01734892,1.03372916,1.020608142,1.44418409,1.104620115,1.032738095,1.21009958,1.240971955,1.157703927,1.179713872,1.065191317,1.045281327,1.053568372,1.09757398,1.107420369,0.918773898,0.989950942,1.211715954,0.946024799,1.165337087,1.065275017,0.99702381,1.020837508,1.1179941,0.989825302,0.929756098,0.940892593,0.957200575,0.963757396,1.011082694,1.027515705,1.16146198,1.022972003,1.017371601,1.035578748,1.009773817,1.033172778,1.036606917,1.126469275,1.165457184,1.185303453,1.202904317,1.197273634,1.076490344,1.142389228,1.104516288,1.234016954,1.347184987,1.184771085,1.274923931,1.04661415,1.101438896,1.150832178,1.097190015,1.099257209,1.169106714,1.085382923,1.085552921,1.137366969,1.175414717,1.003142184,1.090487675,1.05493474,0.991314786,1.348368732,1.0233632,1.099039013,0.983984137
0.71,1.028101478,1.038806432,1.13957101,1.067490057,1.042823583,1.142743043,1.170859438,1.152486901,1.060052694,1.177845782,1.204010227,1.176040884,1.062578111,1.038588273,1.095349508,1.045203382,1.080937305,1.118801371,1.109195402,1.06427183,1.105307102,1.187483641,1.251202308,1.117043215,1.559659188,1.009100515,1.222840586,1.03548941,0.979773869,1.106046512,1.039521421,1.044285527,1.008970885,1.282171982,1.116468196,1.61687737,1.153104762,1.067087204,1.268708194,0.995060509,1.004551876,1.145285408,1.018287702,1.034173354,1.021113244,1.447969238,1.106400194,1.033588435,1.211264389,1.24270073,1.162739174,1.180276483,1.065413434,1.043936337,1.053803697,1.107971208,1.10720535,0.919386526,0.98931793,1.217555095,0.943836616,1.169247615,1.06676607,0.994179894,1.021438589,1.120943953,0.989441352,0.932682927,0.940223452,0.955180442,0.962524655,1.010283461,1.02683112,1.164822854,1.021087581,1.01510574,1.036053131,1.008837627,1.034027346,1.037953379,1.126469275,1.16901966,1.188668783,1.206286055,1.201041782,1.079596977,1.14502775,1.105873643,1.238118677,1.36997319,1.192771293,1.280114552,1.04784274,1.100332053,1.151005548,1.097394626,1.103116807,1.174425254,1.090648537,1.087923581,1.140027592,1.175074436,1.003731343,1.091109415,1.055873413,0.988560938,1.352036348,1.02310041,1.101835915,0.984197682
0.715,1.030108726,1.038136467,1.141751807,1.071383714,1.045314313,1.145522507,1.174522088,1.155347059,1.063777596,1.182720706,1.21147894,1.179978957,1.063158365,1.037516376,1.098234031,1.04420478,1.082520241,1.125109945,1.115968801,1.064372807,1.108516412,1.194733811,1.248076307,1.115943357,1.563098763,1.008725587,1.222920363,1.033543217,0.977512563,1.109169435,1.040260093,1.043038971,1.008798865,1.284326725,1.119455624,1.623925411,1.15240586,1.067093166,1.268185619,0.992405532,1.004237953,1.143726865,1.017964167,1.034202967,1.020507122,1.450312425,1.108261186,1.035430839,1.214690298,1.243373031,1.166767372,1.180678348,1.066909021,1.045281327,1.054338525,1.110103972,1.105670562,0.918055644,0.988843171,1.220380486,0.941283735,1.171567861,1.065440689,0.994642857,1.020971081,1.12136536,0.987905548,0.930536585,0.937151489,0.953280148,0.962031558,1.00879156,1.027009458,1.166363254,1.020010768,1.017371601,1.036527514,1.007938886,1.035114978,1.039636455,1.127362,1.172846022,1.194118322,1.215237716,1.204643688,1.081947943,1.150031844,1.110809477,1.240032814,1.380697051,1.201765404,1.282978343,1.04870998,1.101569113,1.156553398,1.099986359,1.105956889,1.177570628,1.08991535,1.089736438,1.137366969,1.175754998,1.003584053,1.093252247,1.056141606,0.983688745,1.352966937,1.022387126,1.099612737,0.98361806
0.72,1.026707555,1.038445681,1.142558404,1.068578606,1.047125754,1.145107185,1.177927711,1.157969523,1.062051422,1.188591965,1.217871081,1.184157523,1.063493126,1.037635476,1.101246755,1.0476666,1.083843679,1.131054563,1.122485632,1.063034862,1.109925377,1.194602942,1.250961847,1.119930342,1.566538338,1.006953202,1.22300014,1.034573555,0.973492462,1.110166113,1.040998764,1.041595591,1.008626844,1.286481469,1.1195801,1.630973451,1.151706957,1.067099128,1.267767559,0.989750556,1.004080992,1.14289889,1.017640632,1.03423258,1.021113244,1.449351118,1.110688567,1.035856009,1.218116207,1.239435267,1.168177241,1.180517602,1.067234792,1.047971307,1.054573849,1.109570781,1.104135773,0.91824577,0.987418895,1.226031268,0.938730853,1.173236352,1.067594433,0.988359788,1.021104655,1.123472398,0.988865425,0.930926829,0.935640854,0.95310895,0.959566075,1.006074169,1.027187795,1.169023946,1.018933955,1.019637462,1.035578748,1.007040144,1.036513362,1.039131532,1.131081684,1.177200158,1.199567861,1.222796897,1.208245595,1.08597817,1.154126103,1.115745311,1.241946951,1.40437891,1.210759516,1.291748702,1.04690323,1.10332704,1.15776699,1.102578093,1.110326245,1.180716001,1.09411451,1.092385999,1.140717383,1.174223735,1.003436764,1.095395079,1.056409798,0.978816551,1.352857456,1.021673841,1.099325875,0.983038438
0.725,1.021745191,1.037414966,1.140497102,1.070253297,1.048314511,1.139931632,1.178473896,1.158664319,1.061869719,1.191153969,1.223859507,1.190650834,1.063225317,1.035491683,1.104003077,1.049730377,1.08047021,1.131297201,1.131414204,1.064398051,1.111386526,1.198921635,1.253446618,1.120480271,1.57005997,1.005862504,1.224624408,1.034344591,0.969786432,1.111827243,1.040981176,1.03982417,1.008661248,1.285486972,1.118791751,1.634070796,1.151774593,1.068208106,1.266513378,0.988145221,1.003453147,1.142947594,1.017030688,1.032825965,1.021618345,1.456981495,1.112954123,1.039965986,1.218527316,1.244429504,1.172809668,1.1834914,1.068797015,1.046850482,1.055536539,1.10423887,1.104250697,0.917928893,0.984332964,1.229986815,0.93654267,1.173288493,1.064943671,0.986177249,1.020503573,1.127265065,0.988865425,0.926439024,0.935833485,0.952989112,0.954881657,1.005328218,1.026273098,1.171824674,1.018799354,1.019637462,1.03684377,1.005467346,1.037834058,1.040982917,1.133462282,1.184061222,1.204749704,1.220409787,1.211902915,1.090092359,1.159039214,1.118583416,1.239677331,1.417336908,1.21773701,1.300161088,1.04690323,1.104043232,1.160714286,1.105647251,1.112729391,1.18363262,1.094981004,1.094129131,1.141702799,1.173628243,1.004124116,1.094218112,1.055694618,0.974156193,1.355430261,1.021698869,1.101262192,0.982184259
0.73,1.022693058,1.033498248,1.141363446,1.069206615,1.050607116,1.131912718,1.180273092,1.162443907,1.062732806,1.196954062,1.229511506,1.193416504,1.062287984,1.03318909,1.104067177,1.045669396,1.083973427,1.136665555,1.138187603,1.06475147,1.113708709,1.203632937,1.25184354,1.122588332,1.573581603,1.002794915,1.226248676,1.033199771,0.964824121,1.109435216,1.040963589,1.039561737,1.008695652,1.284492475,1.121032322,1.637168142,1.151842228,1.069317084,1.272366221,0.986539886,1.002825302,1.140512371,1.016420744,1.031419349,1.021618345,1.457221822,1.114734202,1.040816327,1.218938425,1.247983096,1.172004028,1.17826716,1.066938636,1.049316297,1.05478778,1.10663823,1.104365621,0.917548641,0.982750435,1.231870409,0.934354486,1.174670212,1.063452618,0.98505291,1.020102852,1.130636325,0.986753696,0.926829268,0.932264736,0.950746422,0.953895464,1.002078005,1.0253584,1.174485366,1.018664752,1.019637462,1.035895003,1.003894548,1.039698571,1.040562148,1.13703318,1.187227866,1.209931546,1.232146409,1.215560235,1.089588581,1.164407242,1.12142152,1.237407711,1.442806077,1.224714505,1.307678539,1.04560237,1.10860082,1.166088766,1.10871641,1.116734634,1.186549239,1.098780244,1.096987868,1.141111549,1.171416419,1.004811469,1.093041145,1.054979439,0.969495834,1.354116488,1.021723896,1.098680436,0.981330079
0.735,1.024086981,1.033704391,1.138854036,1.070504501,1.052701594,1.116705537,1.180947791,1.162443907,1.062369401,1.199373732,1.23428879,1.197655193,1.061685413,1.029298503,1.104291529,1.049330937,1.087891841,1.144035668,1.140650657,1.061570696,1.113813077,1.208736848,1.254488618,1.123367398,1.575349257,0.999522819,1.226207191,1.036977676,0.961180905,1.115149502,1.041008814,1.038840047,1.007745237,1.287111317,1.121903655,1.638400759,1.148511168,1.069448254,1.274874582,0.985366757,1.002040496,1.140999416,1.016707153,1.030960348,1.021719366,1.456440759,1.11708067,1.03968254,1.21912114,1.248271226,1.170795569,1.179633499,1.069811349,1.049764627,1.056755947,1.110370568,1.101955929,0.918900649,0.981880044,1.23752119,0.931801605,1.176286563,1.064777999,0.983796296,1.019969278,1.133586178,0.984833941,0.926439024,0.931372549,0.950061631,0.95290927,0.999467178,1.02439768,1.172664893,1.015882986,1.021148036,1.035895003,1.001909826,1.041330019,1.042665993,1.137777117,1.192109777,1.214644919,1.237119554,1.219272969,1.090848027,1.169411337,1.124506417,1.235794367,1.45844504,1.232262414,1.311795239,1.04321746,1.112767758,1.163488211,1.108955122,1.118482377,1.191639026,1.102379524,1.101798912,1.142688214,1.171756699,1.002798507,1.093258031,1.053414983,0.964058749,1.355649223,1.02183652,1.099182444,0.978584503
0.74,1.022804572,1.030251495,1.133775468,1.070839439,1.05289972,1.100316284,1.175389558,1.158896789,1.059689289,1.202789738,1.237854932,1.198106118,1.057735226,1.025328516,1.10563764,1.0476666,1.08589371,1.147584241,1.146551724,1.060586171,1.112143193,1.213579019,1.257855082,1.124650566,1.577116911,0.99519411,1.226165707,1.034344591,0.954711055,1.112956811,1.041054039,1.036740585,1.006794822,1.28973016,1.11895772,1.639633375,1.145180108,1.069579423,1.273829431,0.984193628,1.000941767,1.135934152,1.016993561,1.030501347,1.018284675,1.457402067,1.116757019,1.037414966,1.219303855,1.247694967,1.177643505,1.179392381,1.069537404,1.047522977,1.056520623,1.118901626,1.099546236,0.919449902,0.97974363,1.240346581,0.929248724,1.176807967,1.063783963,0.983597884,1.020770721,1.136957438,0.985985794,0.929560976,0.930409392,0.950592344,0.950443787,0.995151321,1.023436961,1.173645148,1.01310122,1.02265861,1.035895003,0.999925105,1.042961467,1.040814609,1.137330754,1.191186172,1.219358293,1.243883032,1.222985703,1.087237615,1.172959694,1.127591313,1.234181023,1.478105451,1.239810323,1.311437265,1.04003758,1.115697637,1.163488211,1.109193834,1.1208127,1.196728812,1.104112511,1.104378748,1.140717383,1.169715015,1.000785546,1.093474916,1.051850527,0.958621664,1.352912196,1.021949144,1.097030981,0.975838926
0.745,1.019403401,1.025664811,1.126336858,1.069834624,1.052361948,1.078431999,1.173590361,1.157454956,1.056827473,1.203643739,1.239267932,1.199759507,1.05394126,1.018897138,1.104515881,1.044937088,1.089422877,1.151769737,1.150810755,1.055360614,1.110786411,1.213762236,1.256011542,1.12529215,1.57588263,0.990081462,1.226178472,1.042472811,0.948869347,1.115946844,1.040888214,1.03405065,1.005741195,1.289133462,1.121073814,1.638432364,1.144202208,1.069388631,1.277905518,0.982711781,0.999529116,1.134765244,1.015874447,1.028843022,1.017981614,1.457221822,1.116109718,1.04138322,1.218413119,1.24779101,1.174420947,1.176177463,1.069922407,1.050437122,1.055686291,1.125833111,1.098055935,0.919323151,0.977607216,1.243360332,0.929978118,1.177772564,1.061795891,0.98234127,1.020637147,1.140328698,0.985985794,0.92604878,0.928858203,0.952646716,0.94995069,0.990942029,1.022246128,1.168323764,1.010678392,1.021903323,1.034629981,0.998202516,1.044359851,1.041403686,1.140604077,1.197915292,1.222694941,1.253630396,1.226088884,1.090344249,1.181057229,1.129442251,1.228698387,1.502234138,1.245767985,1.315195991,1.03627954,1.116934696,1.168862691,1.113490656,1.123361491,1.196328491,1.106645338,1.107586111,1.143772172,1.16733305,1,1.092055037,1.05068836,0.952902132,1.352529012,1.021986685,1.097748135,0.974222087
0.75,1.01583496,1.0211812,1.119645098,1.068536739,1.050012737,1.050573464,1.16735743,1.152800343,1.053602253,1.203786073,1.236105504,1.200541109,1.048227995,1.013815554,1.102592866,1.045602823,1.086075358,1.15719875,1.156609195,1.052937167,1.110525492,1.214338062,1.25328631,1.12368819,1.57464835,0.984457548,1.226191236,1.033428735,0.943341709,1.112159468,1.04072239,1.032869702,1.004687567,1.288536763,1.118459815,1.637231353,1.143224308,1.069197839,1.279473244,0.981229933,0.998901271,1.131063705,1.014755333,1.027184696,1.017375492,1.455118962,1.120479003,1.034155329,1.217522383,1.24587015,1.179859013,1.171676579,1.069426346,1.049764627,1.055301215,1.125833111,1.096565633,0.925280436,0.976974205,1.246562441,0.930707513,1.179597476,1.06361829,0.980753968,1.020904294,1.144542773,0.987713573,0.923707317,0.925796379,0.949702116,0.94995069,0.985826939,1.021055296,1.17238482,1.008255564,1.021148036,1.037476281,0.996479928,1.046068987,1.041656147,1.144323761,1.202137485,1.226031588,1.259797096,1.229192065,1.105625525,1.184605586,1.131293189,1.223215751,1.519660411,1.251725648,1.319133703,1.03187107,1.107949736,1.170423024,1.117787478,1.126711331,1.195928171,1.104379124,1.111839353,1.142294048,1.168353892,0.999214454,1.090635157,1.049526193,0.947182601,1.351653164,1.022024227,1.09516638,0.972605247
0.755,1.009924728,1.013244692,1.108442373,1.068097132,1.049673092,1.015590556,1.159903614,1.147863632,1.051921504,1.204213073,1.233212219,1.200781602,1.043050348,1.007265076,1.10060575,1.040143799,1.086594353,1.160474356,1.159174877,1.04586878,1.113134687,1.213840758,1.253206156,1.122954952,1.57140708,0.976958997,1.224870122,1.030681168,0.936683417,1.114152824,1.041219863,1.029654901,1.003242592,1.285321223,1.116800133,1.633091024,1.138176991,1.068887802,1.275292642,0.980612497,0.996389892,1.130430547,1.013784727,1.02632592,1.014849985,1.454097573,1.121449955,1.033730159,1.214850174,1.245966193,1.18509567,1.171676579,1.070374045,1.051109617,1.055878829,1.127432685,1.093262501,0.925745189,0.976024687,1.249387832,0.925966448,1.179023932,1.061298873,0.979761905,1.020770721,1.15002107,0.990209253,0.926243902,0.925603747,0.951927686,0.947238659,0.980498721,1.020773408,1.174065257,1.005384063,1.02265861,1.035262492,0.993708808,1.047622747,1.040309686,1.146853147,1.203193033,1.231911354,1.267356276,1.232960213,1.102350966,1.190246565,1.132527147,1.216529943,1.533958892,1.256136277,1.329693932,1.02637855,1.111791132,1.1740638,1.132826354,1.12947859,1.201932975,1.109378124,1.114558639,1.143180922,1.163760102,0.997643362,1.088804641,1.044743429,0.940262675,1.352364791,1.022124337,1.097174412,0.968822453
0.76,1.011207137,1.004947434,1.096373305,1.066422441,1.04800317,0.9798409,1.147502008,1.136968912,1.046334151,1.200654734,1.226887364,1.199759507,1.035908766,0.996347612,1.09563796,1.036482258,1.085971559,1.163204028,1.16261289,1.041728725,1.103167562,1.212950845,1.250400769,1.122084231,1.568165811,0.968881012,1.223549009,1.027475673,0.929648241,1.111428571,1.041717335,1.02716179,1.001797618,1.282105682,1.113937181,1.628950695,1.133129675,1.068577766,1.268603679,0.979995061,0.994506357,1.130284434,1.012814121,1.025467144,1.015658147,1.448329728,1.122906384,1.031179138,1.212177965,1.24462159,1.189728097,1.171676579,1.069285672,1.056713741,1.056114154,1.130365236,1.089959369,0.925343811,0.972938756,1.251836504,0.921225383,1.177590072,1.058648111,0.981878307,1.020369999,1.155920775,0.990017278,0.926829268,0.92182209,0.951927686,0.946499014,0.974158142,1.02049152,1.168603837,1.002512563,1.024169184,1.037160025,0.990937687,1.049409571,1.039131532,1.150572831,1.209394379,1.23779112,1.28327034,1.236728361,1.108984047,1.195341643,1.133761106,1.209844135,1.554512958,1.260546907,1.327904063,1.01972971,1.116674263,1.176144244,1.14786523,1.132245849,1.207937779,1.111977604,1.12222842,1.141998423,1.164100383,0.99607227,1.086974124,1.039960665,0.933342748,1.347657105,1.022224447,1.094018933,0.965039658
0.765,1.005519933,0.994331066,1.080629742,1.063680134,1.044861453,0.939618543,1.133654618,1.126907425,1.040247115,1.197452229,1.216525367,1.193476627,1.026222996,0.985509548,1.092721387,1.031688969,1.078394229,1.164629523,1.162972085,1.031757251,1.099358138,1.211563629,1.249919846,1.120984373,1.56390908,0.955963053,1.222381068,1.028849456,0.92129397,1.111627907,1.039446047,1.024406246,0.999053886,1.274182855,1.1133148,1.6244311,1.128341628,1.067325694,1.261914716,0.979562855,0.993878512,1.127264757,1.013593788,1.022298558,1.013536721,1.448810382,1.124848289,1.026077098,1.210944637,1.252977334,1.187512588,1.170712104,1.067782681,1.057162071,1.055386788,1.136496934,1.089403286,0.926547943,0.968745055,1.255603692,0.920860686,1.176677616,1.059973492,0.977843915,1.01843318,1.16182048,0.992704934,0.934439024,0.917634893,0.954067657,0.945759369,0.96728474,1.018984283,1.169163983,1.000673008,1.024924471,1.037950664,0.989140204,1.051507147,1.039888917,1.150721619,1.216123499,1.241424146,1.289238114,1.239886956,1.113853904,1.19989082,1.139067127,1.200355483,1.573726542,1.264588783,1.331483802,1.01336995,1.119539032,1.177877947,1.143738917,1.135668512,1.209424683,1.111977604,1.121810068,1.14239259,1.159591663,0.997299686,1.084258713,1.036384767,0.926987714,1.34612437,1.022174392,1.092082616,0.964673581
